post_id,post
59,"my life right now is great, even amazing. i recently got into my dream uni at usyd, i got a new part time job that pays me well, i dont have to worry about exams and studying about the hsc and i have really loving parents but im depressed. more depressed than usual. for the past couple months i have been so depressed i feel so unworthy of being so. i know that you dont need a reason to have depression but nonetheless, i still feel like i dont deserve it, particularly in a time where so many people are struggling to get by on basic human needs like a roof over their head, nutritious food and groceries etc. our economy is failing and so many people are harshly affected by it while i get to live comfortably. i know i can feel this way even with a good life but it somewhat makes me feel worse. the thoughts of dying is so loud, my dissociation is getting worse to the point i have big chunks of memories that i dont remember, i go for walks and dissociate and when i come back to my senses, i dont even know where i am. i feel so tired and drained, i feel like i have no energy to do anything, my sleep is irregular and i just dont have the will to live... but i know its wrong. i need to live. i need to do this but its so hard. im high functioning in the way that i can do everything that i need to do - do house chores, go to work, do volunteering, talk with my friends and family, workout and read everyday, take meds and go to therapy but why do i feel so empty? i dont know what more i can do to help myself from going further downhill. i know that if i keep going this way, im going to take my life but i cant do that. i need to live. i will live but it feels like im being kept on earth against my will and it tiring. its tiring without me mentally realising it until recognise the dull sensation in my body, the ongoing thoughts of death in my head and the lack of sleep im getting. i love the people around me but i dont know if living for other people and not yourself is right either..."
60,"I don't understand. From the outside I have everything you could want but why do I have nothing? For the third day now I've been trying to have some 'fun time' with my wife but that door gets slammed shut (figoratively). After this mornings attempt was rejected I slammed the door and went to work (at home). Then the younger kid started whinging and carrying on and picking fights with the older kid and then started bothering my wife. She completely lost her shit and has driven off somewhere to calm down.We just got back from holiday overseas. Everything was okayish... but somewhere along the line I had a tiff with my wife. The short of it is that I noticed that I was never being asked to join a photo (just her on her own doing a selfie or her and both kids. I complained that it looked like she was having a holiday on her own without me. I complained that she hugs the kids more than me, that she never tries to hold my hand, and that she hasn't said 'I love you' since I don't know when. I feel like I'm chasing her all the time and although I was getting some intimacy it seems rather one sided.Our youngest kid (10) has definitely got some sort of mental issue going on. Either ADHD or ODD, with some sort of anxiety and impulsiveness thrown in. He's always loud, always annoying, and frankly drives us to the edge every day. He's a brilliant kid - but also intolerable. My wife has been against getting him officially diagnosed although her stance on that has softened over the holiday. The dr just prescribed my wife melatonin just before the holidays and said she has some depression going on. The melatonin ran out on the 30th decebmer and she has not yet had a renewal (not sure if that contributed to this mornings tiff). On occasion in the past (maybe once a year or every two years) she's had a blow up and wanted to leave our 'family'. I'm thinking that may have been undiagnosed depression in light of the recent diagnosis but I don't know. The older kid is the polar opposite. When the younger one is finished with something in 5 minutes - it takes the older one an hour. Take dinner for example - its virtually impossible to eat because the younger one is finished before we start, and then the older one takes an hour after everyone has finished. Just sitting at the dinner table involves stress. And noise and shouting (95% from the younger kid). Up until a few years ago I had a high stress job in my own business and my wife (and other's) worked for me. I feel like in that time in the past I neglected my wife as I was stressed out. At some point in time we seem to have become employer and employee rather than husband and wife. Although that was years ago now, I feel like the effects of that are still ongoing. We still work together. I've been suggesting my wife should go and get a job (so that she gets out of the house and sees something different) but she seems to have lost all self worth and has anxiety about leaving the house and whether she can perform the job. I'm trying to fix this but I can't. I love my wife but not sure if its reciprocal. Does she even love me or is she just exhausted from the kid. Why is everything wrong? Why is life like this? Why am I sitting here crying? What did I do to deserve this?"
61,"Why do I feel I am better off grad I am forgotten by family I feel amine in relationship I am bullied at work my daughter is about to have a baby and I will only let her down by not being there for her. I can’t see with out my glasses, I have antidepressant and the local here think it’s bad but it keeps me alive"
62,Im really struggling
63,"How do you cultivate a sense of worthiness when everything valuable about you is taken away? I have put a lot of self worth in my work, which I enjoy and find meaningful, but after a very long specialisation process (2 university degrees and 10 years of postgraduate training) I have almost completed my training but now find myself soon to be unemployed. Employers who I worked with while training and who encouraged me to apply with them when I had completed training have employed others instead. I have applied at other employers in several states and been unsuccessful so far. I will be unemployed in 3 weeks time. I don't have any hobbies as I had to give up many things for the demands of my work and training. I have to leave my rental shortly as it was sold, and don't feel I can take on a new lease without some kind of work that will enable me to pay rent. I am not close to my family (my parents consider me an embarassing disappointment for various reasons). I've moved too many times for work to keep many friends, I never had a lot of close friends anyway. A lot of my identity and meaning in life came from my job, which I have dedicated and sacrificed for, and now it feels like that industry is rejecting me without a second thought. A lot of online sources suggest spending time with friends (which I don't really have) or hobbies (which I don't have and can't afford as I'm about to be unemployed and need to save money however I can given the current cost of living). And I need to get rid of all of my stuff that won't fit in the car very soon anyway. I've always struggled with imposter syndrome but usually managed to put it back in its box, but events really seem to show me up as an imposter - otherwise surely someone would employ me. Not sure what to do next."
64,"My son was charged with drug use and child exploitation material in 2023. He has served his sentence and was released Monday 29/12/25. I have supported him financially in prison and visited him. Much to the dismay of family members especially my daughter. I completely understand why they are not happy as neither am I with what he has done, but I thought maybe supporting him would help. He’s now out and has accommodation for 3 months through accord west. He needs to work on his addiction and address the other charge. Does anyone know or can suggest boundaries I can put in place?"
65,"I've been trying to get my life in order and do things that make me happy, but it just feels like I put in so much effort to get very little results. I want to make my art into a business but because of how I function with adhd and other commitments, it feels like I'll have to give up that career because I don't make much money from it and I don't have a large enough audience.But when I think of having to take on other work to survive, it just makes me depressed because I'm not good at anything else and the only work that pays well would make me unhappy. I feel stuck and that I'll never get achieve my goals and that I've wasted my whole life up to this point, it makes me wish I didn't have to live in this world because I'd be unhappy no matter what choice I have to make.I wish I was able to change, but after 30+ years change feel impossible at this point"
66,"My parents say really racist things. My Mum often says things like ""Those Asian people"" ""A police officer was chasing an Asian man because... and then the Asian man..."" ""There's this Asian woman on this show who I don't really trust... I think it might partly be because she is Asian"" ""I don't like saying certain sayings like you're welcome because it's very American"" ""I don't like annoying American accents."" (She once also impersonated the way Asian people speak, and she was mumbling when she did it and not even saying any words). When I was little, since my parents kept talking about how evil Americans are, I thought they must have been really mean people. My Mum was reading us a picture book, and she said, ""Typical Americans, they don't know how to draw."" About 5 years ago I think it was, I asked her why she didn't like Americans and she said, ""Because they think they are better than us!"" I said most of them probably don't think that and she went ""Oh yes they do!"" She also says things like ""There was a very nice black man at... today"" and the other day she said, ""Dad and I went for a walk, and there were two men there and one of them was black."" When she finished the story, I asked what him being black had to do with anything and she said that she was just talking about his appearance (even though there was no need to). I mean, if I was asking what someone looked like because I was trying to find them then it would be okay to say, ""They are tall, have dark skin, etc."", but she'll say that people are black or Asian when there's literally no need to. My Dad was watching a show and he said ""Wow, she's dark haha."" Why do they feel the need to say these things!? I've tried to explain to them that there's no need to say these things and that every culture has nice and not nice people in them and that I've known lots of really nice people who are Asian. But they just get annoyed with me and my Mum says ""Fine, I just won't talk to you about this sort of thing then"" and I said Well, I've told you before that I don't want to hear it! My Mum has also told me that she doesn't think that I should worry about being politically correct because it's a waste of time. I can't cut my parents out for many reasons, but even if I could, they would make me feel bad and say, ""We may not be perfect."" Everyone thinks they are so nice, but they have no idea how temperamental they are, and they act very differently outside than they often do inside the house."
67,"Don’t really know how to word this well but I’ve recently moved to a new place and I wish I could move back to what I am familiar with being closer to family. Also struggling with my past life decisions, financial and having no friends after moving. I guess just wanting some advice and what others have done to help, just feels like nothings going right as I get older and I just feel stuck:("
68,"My wife an i have been happily married for 18 yrs we have had the odd argument but nothing major recently i had a birthday which my wife threw a surprise party which i really enjoyed 2 days later idestroyed Xmas for my wife, we had a heated argument 2 days before Xmas, I lost my cool and pushed her not meaning harm, but she feel over, I accepted full blame and apologised profusely, she say she's fine and we're fine, but I know we're not the love has left her, I am afraid I have broken the one thing in this world that means anything to me. I am so ashamed and hate myself for what I have done to her, she won't talk about the future in depth. Is it over?"
69,"Hi, posting as I don’t know what to do or where to turn. I’ve suffered depression most of my life but had been doing well lately. This week everything feels like it used to, and due to recent (past few months) false allegations about me and cyber bullying I have only a few friends who are too busy to talk to me. I think social media have a false else of people in my life. It’s my 40th birthday tomorrow so I don’t know if it’s just this combined with Christmas, nothing has happened but I can’t pull myself up & feel like I’m falling deeper into a black hole"
70,"all of a sudden, i just dont want to talk. just like, in general. even over text. i love my best friend and theyre one of my favorite people, but suddenly i just,, dont want to talk to them. its not that we're growing apart, they might be getting a computer tomorrow so we can play games together, and its not like i dont like them. i just dont feel like talking. i dont know whats wrong with me and i feel guilty about it"
71,"I have had depression for years. It is being treated with meds and lifestyle changes. I have been suicidal in the past. I also have AUD and am on medication for it. Christmas was horrible this year due to estrangement from my DIL. I can't say anything to family cos my daughter bent over backwards to make it nice for us. I appreciate that. I had been doing well , but have fallen in a heap. No motivation, don't care about anything, exhausted just playing games on my phone. There are things I'd like to do but can't push myself. Hubby and I are not talking. We have a good marriage, but he is very angry with DIL and I want to reconcile. So I don't know what to do. I know the medication im on exacerbate depression and suicidal ideation so going to see my Dr on Jan 8th."
72,"Hi everyone,I’ve been reading through a lot of the posts here and finally felt ready to share something of my own. Depression has been part of my life for a while now, and lately it feels less like intense sadness and more like a constant heaviness and lack of energy. Even simple things, getting out of bed, replying to messages, taking care of myself, can feel overwhelming. Some days I don’t feel “bad enough” to justify how hard things feel, which then just adds guilt on top of everything else. I know logically that depression doesn’t always have a clear reason, but emotionally it’s hard not to question myself. One thing I’ve been slowly trying is breaking help into smaller pieces. Sometimes that’s just talking things through online rather than face to face, or checking in briefly with a GP or mental health professional when I don’t feel up to a full appointment. I’ve used a couple of telehealth services like Hola Health Beyond blue, abby and while it didn’t fix everything, it did make reaching out feel a bit less daunting on low days. What I’m still struggling with is consistency, keeping up routines and self-care when motivation is basically non-existent. I wanted to ask:What small things have helped you when depression feels flat and draining rather than intense?How do you get yourself started when everything feels like too much?Has anyone else found low-pressure ways of reaching out for support helpful?Thanks for reading. Just being able to write this out already feels like a small step.Sending strength to anyone else who’s having a hard time right now."
73,"Art is probably one of the only good coping mechanisms I have in life. For as long as I can remember, I've loved to just... pick up a pencil and draw. Or open up a drawing application and draw on it. However, lately, for the past year or so, I've started to despise drawing. I can never draw the way I want, and I'm aware I need to actually practice the fundamentals and practice and whatnot, but I have 0 energy and drive to do these things. Making art and seeing how ugly or disproportionate it is has genuinely caused me to have multiple breakdowns, because I realise how far behind I'm falling. I was so convinced I was ahead of other kids my age in art, but then going onto the internet and seeing the masterpieces people YOUNGER than me can make destroys me. ""Be happy for them!"" Like it's that easy for me, oh my GOD?? I try my best to be confident in my skills, but it is so soul-crushing to see that everyone else can somehow grasp these things that I'm unable to. I've tried to study a few times before, but I can never create study routines or good practice methods, or do things that actually stick in my brain, and it's like... am I missing something?? Is there just something wrong in my brain that doesn't let me understand/do these things? This is also the reason I'm falling academically. Studying is something that seems to come easier to others, but never to me. It is impossible, and when I try it, it's unenjoyable. It is NEVER fun. Which, I guess, you would assume it would be, but studying anything feels like hell. I refuse to learn anything at all. I've seen people say that I don't need to study art, but I want to! I want to get better, and I want to understand these things I just... can't. It's likely a matter of me having a very fixed mindset; I'm aware of it, too. But once again, I can never get up to fix it. Do you understand how it feels to see something I thought I was so good at, something I put endless hours into, being done 10x better by another teenager? Someone in the same position as I, someone who has lived the same time I have, someone who can do it better than I ever could dream of. It's not a competition, I'm aware, if anything, I should only be improving for myself, right? I know these things, but I can't believe them. I'm losing my passion. I hate art."
74,"I really don't know what to do with myself. I've gotten so lazy and apathetic that it's pushing me back. All I wanna do is play games and lie down and not talk to anyone. My family has noticed. Everyone has, for that matter. I'm not who I used to be, I'm freshly 16 and I have no job or license or drive to do anything at all. My mum tells me to wake up and do something, or she tells me I can't do anything.I feel so hopeless I don't know what to do anymore. I need good grades, but I'm too lazy to get off my ass and I have nobody to blame but myself. I'm in fucking year 11 next year and I can't get a grip on anything, I have no solutions or anyone to lean on. I'm alone. I have trusted adults, or I thought I did, but I tried opening up to them and got shut down instantly. My friends can't help me, nobody can even tell I'm suffering so what the fuck do I even do??? Im so tired of everything and everyone I wish I could stop time, curl up into a ball and rot. For what reason??? I don't know. I don't know anything. Im burnt out and stupid and lazy and weird and ugly and slow I cant do anything right and I want to kill myself because of it."
75,"Hi, I have had 7 bilateral ECT sessions and dont feel any better. Is this normal. Regards, Steve"
76,"Is my pets. I have family, but we are a little distant, i am studying towards a phd...but financially i am in the shit. My husband is sometimes very supportive, and sometimes a abusive (psychologically mostly). Literallly my responsibility for my pets is what makes me keep going. Does anyones else feel this way? I need some help."
77,"Hey Guys! I’m Scarlett an I am a 15 year old Aussie. i have had Symptoms of Depression most of my life but have never been diagnosed or reached for help because I’m not totally sure if I have it or not an don’t want to have to tell my mum about it. I have had a not very great past that included verbal abuse an a lot of other stuff from my biological father for 7 years until my family and I went through court for 5 more years an now are far away from him an my mother now has full custody. When I was 9, I got diagnosed with Autism lvl 2, that included difficulty with learning an so I struggle with that. The reason why I think I might have depression is because I have had all the symptoms of it for a long time an even struggle just to get out of bed. I have told my mother but she calls it attention seeking behaviour and at this point, I now doubt if I have it or not. Guys I need some advice on this."
78,"My husband left me four years ago with nothing to my name while I was studying at uni and being a stay-at-home mum. I was forced to leave uni and go back to work, and now my ex has bought a house-something he refused to do for me and the kids after 12 years-travels overseas several times a year, and pays me next to nothing. He only sees one of his children, while I’m left struggling as the cost of living keeps rising and my mental health declines. I work from 10:00 to 2:30, but I’m always the one called to pick the kids up from school when they’re sick or need support. I’m now considering taking on a night job just to keep a roof over our heads, even though I know my health will suffer and that scares me. I know I’m a great mum, it’s all I ever wanted to be, and I never planned for a future like this because I never expected to be left. I gave everything, helped build my ex’s business, and I do all the emotional and practical work with the kids, navigating the ups and downs of raising teenagers. I’m the one who is always there. I love them more than anything and live for them, but right now I’m so depressed I feel like I’m drowning, sitting here crying on the floor and not knowing what to do."
79,"Hi againI've been okay, but I can't stop my anger about my management. I go okay than I get angry than depressed.I don't have evidence against them, just a gut feeling. I think I'm the only one, as everyone else thinks their great. My brain is getting filled up with crap & its sore in my head. I don't know why I can't let it go, & just them get on with it, as they'll be found out sooner or later, but I just can't. And do my work & just get paid. I think it might be because I don't think their very good & gotta find evidence, so government can rid of them.I want my brain to be peaceful, but don't know how.And it is terrible to think your management are not very good & they'll be there until they retire, so between 9 and 28 years.Just want peace in brain & to be able to let them go. All my ideas are stupid, the people aren't doers & you need to climb up to make changes.Also depressing, is that even if I leave, the new place will be the same, so gotta ""fix"" myself before I leave. It was my fault, as I write this, I made my head sore."
80,"there are so many things i feel that kinda go against eachother. i like to do things but then at the same time im always so unmotivated, everything feels like an effort, but sometimes i like to do things so i feel like everythings an excuse for how i feel. I have no diagnoses, i cant because i dont think my family would even be open to that. i feel so many different things and i feel like no one truly understands me. sometimes i feel like im just lazy and making up excuses for the way i act and im trying to blame something to have a reason why but i feel like i see signs of depression in myself. for maybe almost 3 years now ive just gotten worse. i struggle with pretty bad (i dont know) body image issues that have driven me to want and do certain things (still undiagnosed to). i dont know if my lack of energy and motivated is because of that. (reasons for being tired) or if its the depression i could be speculating. i dont really enjoy anything. i dont have any hobbies. im not interested in anything. i kinda really hate going out unless its something im really excited for. i hate being percieved a lot of the time. i just feel super ugly and sometimes i dont exactly know what my future is going to lead. i dont know what i have going for me exactly. i dont want to die but i also have just no idea what im living for. i dont care about anything that much. maybe i am just super lazy but i feel like i just want to be understood by someone. i want to know if there is answer to why i feel things that i feel a lot of the time. i want to know whats wrong and why cant i do and want to do a lot of the things that people do. all my friends can do it but why to me does everything feel like the biggest task ever. like i just cant picture myself really doing anything. i dont know. i spend most of my time, unmotivated to move in my room. i dont like it but i also just dont like doing anything else. a lot of the time im moody. i kinda get irritated easily and i dont mean to be like that. i want to be a great friend and be a really great person but sometimes the way i feel (lacking the motivation to go out with friends soemtimes or just the effort of it all) makes me feel like i just cant really be a great friend but not in that way. i dont know. i just have so many things to kinda say but cant put it into words."
81,"i have a horrible relationship with food, i overeat and genuinely can’t help myself and eat until i feel sick. my sleep schedule is horrible, i had something very bad happen to me a bit over a year ago regarding consent, i’m sad every single day and have self harmed previously but haven’t in a long time but it’s hard to ignore the temptation. i’m so demotivated and i don’t know what to do anymore i can’t keep my feelings bottled up anymore. i went through a really bad breakup with who i thought was the love of my life and still haven’t completely gotten over that. i just need someone to talk to"
82,"Hi Everyone, A bit of background first. I've been diagnosed with Agoraphobia, Depression and PTSD as well as suffering from akathesia and am neurodivergent. I have had therapy to deal with these things and have tools that I use to help. Due to the akathesia I can't take SSRIs. I also suffered chronic pain in both my knees for 15 years that caused a lot of depression and as a result I became suicidal. A few years back I had surgery to replace my knees and blessedly, no more pain. My previous bouts of depression had morphed straight to suicidal thoughts, and all the therapy has dealt with that specifically. My current dilemma. I have over the last year lost all interest in everything. I do nothing and get frustrated and cranky when I have to do anything. I don't feel things how I used to mostly I'm just ""meh"". Now it has got to the point where I just lay in bed, I don't sleep and am not tired. I have a very vivid imagination, and I go off into that. Something I did all the time as a kid to escape what happening around me. I rarely shower, brush my teeth, cook, clean or any of the things I normally do. I recognise I am depressed but do not know how to get out of this. I function well with routines, and they have always been very important to me to function properly, but I can't seem to get back into it. Previously, therapy for my depression we only looked and helping with my suicidal thoughts and tools around that. This is the first time in my life I have felt this way. I have no tools or for some reason can't modify the tools I have to help. My doctor of 25 years has retired, and I have got a new one now and he doesn't understand why I can't use SSRIs. My akathesia goes crazy and I can't sleep at all or function properly due to lack of sleep and I can't sit or stand or remain still in any way. I can't afford to see a therapist and the waiting list is long for a free or cheaper one. What I would like to know is how to get back into my routines and habits of self-care and care for my home environment. I know if I can do this, I will be ok but can't seem to get it started. I know this is my escape but currently do not know what it is I am escaping. My life is ok and no major stressors but this. Sometimes I think I am escaping my escape. What tools have others used with depression to help them get back their self-care?"
83,"Hello Good People, I am 78 and a hyper-sensitive male struggling with dysthymia and PTSD for the last 68 years. (A victim of a very immature narcissistyic father!) I tend to pick up on every subtle nuance in my surroundings. I play the game of life, get hurt then socially isolate for several months. Fortunately I am blessed with musical and artictic talents which appears to soothe the savage beast. What I would like to know from other sufferers: Is it normal to run and hid for for such a long time or should I be seeking help? I am already on prescription medication! Thanks for taking the time to read this."
84,"Hello lovely people I am not new to here, however, sometimes, either I fall deep into my pity pot, or I wake to an impenetrable wall of overwhelming sense of hopelessness, and I am unable to break that wall down! I try each day, to achieve a small step forward or goal. I've mostly succeeded, but there are situations where life slaps me back into reality to remind me of my own ineptitude to triumph over adversity. Everyday, I am on the brink of crying. In fact, my heart aches daily. Regret eats my soul and I truly dislike the person who looks back at me in the mirror. I have a tremendous amount to be grateful for, but accepting to settle with my worthless contribution to life, is crushing my spirit. I've retired. Little friends, whom I hardly see, children grown with family of their own. Phone mostly silent daily! I am truly lonely. I feel judged because I don't work. I am trapped in my home perusing activities I find no pleasure in. In fact, I find most activities a useless objective only good in filling time. Why am I here. What's my purpose in life other than cleaning the same furniture/floors everyday. I volunteer (only to be guilted into more hours and days). I read at daycare (I love that) and I study to keep my mind active and alert. So why do I despise my life and especially the aged no body I've become, or in reality, always was and will be. I think I am a good person, but avoidance by others makes me wonder. My children prefer their fathers presence, as he buys their love and has connections in places that can benefit should they need. I can only offer my heart, hands, willingness, ears and food on the table. My goodness I am truly a worthless pathetic!"
85,"I'm not depressed. At least I think I'm not. I just didn't know where else to post this. I hate myself. I hate the way I look, the way I act, and I'm incredibly insecure. Whenever I do something or say something I always question myself afterwards. When I dress up or put on makeup I'm always comparing myself to others. I go on diets to loose weight but they never end up working because I can't control myself. My self worth plummets to the ground, because if I can't control myself or motivate myself to loose weight, I'm worthless. When others have things that I don't: a skinny body, confidence, good academic results, and guys to go on dates with I start to resent them. And what makes it even worse is that these people are my friends. Whenever they achieve great things or score a date with a guy I should be happy for them. Instead I feel a raging swirl of jealousy and I hate that I feel this way. Am I really that insecure that I'm jealous of my own friends? I don't want to be that person. Late at night I'm consumed by my thoughts that tell me: ""why can't I be a better person?"", ""why am I so lazy?"", ""why am I grades so bad?"", ""why am I so fat?"", ""why do guys never talk to me?"", ""I hate myself"". Its a never ending cycle. I don't know what to do. People always say : ""Love yourself!"" or ""find a hobby! that self confidence will find its way to you soon!"". Yet no matter what I do I still hate myself. And I hate that I hate myself."
86,As the title says im not coping mentally at the moment. My life is a mess I am 32 with nothing to show for my life i spend all my time carer for my mum. I have no friends and the rest of my family is fucked. They only call when they want something. And crack it with us if we say no. I am tired all the time. I barely sleep. I just want to end it all
87,"Hi,I’ve been struggling with severe OCD for 1 year now relating to a specific theme, and I’m feeling mentally exhausted and burn't out.I’m dealing with depression, anger issues, cognitive difficulties, brain fog, and a significant loss of motivation.Things that used to bring me joy no longer do, and some emotions I used to feel, I don’t really experience anymore.I’m currently seeing a psychologist who specialises in OCD at an OCD clinic.I also have Autism, ADHD, and Specific Language Impairment, which makes everything feel even more overwhelming. I’m currently taking antidepressants.I’ve been doing exposure therapy since February, and I’ve told my psychologist that I’m struggling even with very small steps. Despite this, she still wants me to continue.I’m planning to get a referral from my GP to see a psychiatrist regarding my ADHD and OCD, to explore whether ADHD medication or a change in antidepressants might help.I’m really not sure how much longer I can keep going like this before I have another meltdown. Any feedback would be appreciated. Thank you."
88,I’m not ok. I just want to be happy. But it’s like my brain won’t let me and now I can’t even be bothered trying anymore. I’m tired. Everything is getting to me. I wish u could just escape…run away. But I can’t. And I feel stuck.
89,How do I tell my parents that I have depression and anxiety I am 14 you have probably read my other post if not I am 14 with very bad depression and anxiety if you have any ideas of how I can tell my parents please say something. Have a better day than me 🫥
90,"Hi all. I'll start by saying that by most peoples standards my life is good. I own my house, I have a fiance, I have friends and family who i reguarly catch up with, I have stable job in which I am respected and treated well, I have as much money as I need to do things that I want to do without really doing any budgeting. Despite all this, I'm not happy. In fact I'm miserable. Previously I would expect 4- 8 months a year of feeling bad, this was standard for years but the last 2 years I have only really felt good for days at a time. I'm nearly always tired, I have next to no energy for doing the things I enjoy let alone all the life maintenance stuff I have to do. It just feels like all I do is eat, sleep, work and on the weekends, pass the time until I have to go to work again. Honestly life just feels like a huge waste of time and effort. I don't see the point of spending the next 40-50 years working just to retire, maybe do a bit of travelling and then die. All that time and effort for nothing. I know the script at this point is to tell me to reframe my perspective or practice gratitude but it doesn't make any sense to me to change my mind, to lower my expectations just so I can live out my boring regular life. I want to do something extraordinary, I want to be someone who really matters, not to other people, but to myself. The issue of course is that I'm not extraordinary. I'm just a regular person who is going to live a regular life like all the other regular people. Anyway, I'm not sure why I'm writing this because I know I won't find the magical solution to all my problems here but a small part of me hopes that I will. I've tried talking to several psycologists but they can't tell me anything that I don't already know. I don't think SSRIs would benefit me because I don't think I have issues with regulating seratonin. I just don't know what to do, I don't know what to try next. I feel like I'm going to be miserable and dissatisfied for the rest of my life and my only options are to find a way to deal with it or KMS."
91,Time says it all really. how do I cope with the fact that life will never be fair? For me and for others. how is it that so many evil people get so much good stuff while so many good people suffer?
92,"So my partner thinks I’ve cheated , which I haven’t, I’ve told him multiple times I wouldn’t do anything to jeopardise this rship, but every time we have an argument, he keeps bringing it up saying oh you’ve cheated. His exs have cheated on him in the past, because of that he thinks I would do the same, as he keeps saying all girls are tied to the same brush, he does not trust me at all, he’s got trust issues, I’ve showed him he can trust me but doesn’t . So because of getting accused for something I’ve not done, I’ve stopped being so affectionate towards him, I’ll still do small affectionate things like kiss him on the cheek and that. So lately because of this, he decided to download dating apps ‘to keep his options open’ so he’s been flirting with other girls behind my back, i told him I want to work on us, but I said that he needs to delete the dating apps and close the ‘open options’ he doesn’t want to do that , so I’m literally living with someone who’s interested in talking to other girls behind my back…"
93,"I feel like there is something missing. My life is perfect on paper, i get good grades and i have good friends and im creative and fit and cute or whatever but i just..something just feels off. My heart doesn't really resonate with anything that it used to, my hobbies dont feel fufilling and i cant be bothered to be half as disciplined as i used to. I would rather sleep in the whole day than do anything. There are things that make me happy but i feel like these things come with the cost of failure and...i dont know how to explain. It is so confusing for me and even i don't understand why i'm feeling so lost and tired and fatigued or whatever . Even when i do love something i lose interest after a couple of weeks or i elf sabotage and convince myself to stop putting in so much effort. I push myself to consider what the purpose of all the things i do even are and when this happens i just feel so overwhemed. I need help but i dont know how to get it. I went a school counsellor and they just brushed it off and didn't let me get more sessions and i basically just vented to them but got no help at all. I want to go to a psychologist because theres so much happening in my head but my parents would judge me like they always do and it hurts so much. I feel like im so alone and no one wants to help me. I turn the things i love into habits and then i forget why i do them, i guess. And my mood changes so much too, which really affects why i cant get help because i feel like once i stop feeling sad my sadness from before just doesnt even matter anymore."
94,"Hi everyone. I was diagnosed with Parkinson's Disease about when I was 32 years of age. Since it became an issue, I have not been able to hold down a job for longer than 6 months. I have constant bouts of depression, for which my husband's answer is ""suck it up"". He is a control freak, has kicked me out of the house, and is having an emotional relationship with a once close female family friend and says it's all in my head. I am about to lose it completely. I just don't know what to do......."
95,I feel so numb. I'm just a random teen that's taking a break up too close to heart I guess. Nothing feels right anymore.
96,"(49yo) First time posting… I have been feeling very very low for a decade, and I can’t snap out of it. This morning, I decided to type ‘beyond blue’ in to my browser. The first site that came across was ‘MensLine.’ I clicked on it and saw several reasons for mental health. They were…Men’s mental health, including anxiety and depressionRelationship problemsAnger managementCoping strategiesGrief and lossLoneliness and isolationParentingStressSuicide preventionIt’s a little concerning, when I realised that every one of these IS affecting me. Some more so than others. I feel so alone, but find myself going to bed early to be alone. I have never dealt with the loss of my grand mother, which affected me a lot. As did the loss of an uncle, and my mum won’t be too far away. I want to feel closer to my wife, although I feel that she isn’t trying…or is it me. I feel lonely and depressed nearly all of the time. I only have 1 true friend, who lives 2hrs away. The only other person I hang out with outside of my wife and girls, are my parents. Parenting…I have teenage girls, so I’ll say no more about that. I gave up alcohol 10 months ago. I feel that’s 1 positive in my life. I was brought up to be a man, so I keep all of this inside me. When I’m asked, “Hey, how are you?.” My answer is always, “Couldn’t be better!”Maybe things will get better soon…"
97,"My name is Mel-Ann Collie,though friends just call me Mel,so listen up to the talethat I’m about to tell.I’d reached rock bottom,was in deep despair,there was no warmth orcolour anywhere.Each day had become somewhat colder,the world weighed heavily on my shoulder. I felt broken, lost,devoid of feeling lying in bedstaring at the ceiling,wondering howto continue onthrough the bleak,oppressive dawn.In the midst of this painful sorrow I could see no future or a tomorrow.My saving grace was Poppy Angel:a faithful pet who was more than ableto get me through the desolation and help overcome the isolation.She would nuzzle in to my neck,not caring one bitthat I was a wreck,pulling me through many a day,keeping my negative thoughts at bay,while licking my face,wagging her tail,lifting my spirits without fail.This was better than any doctor’s pill,healing my soul,healing the chillof a thousand winters held inside,letting me cross the great divide from dark tolight to live again,and all because of my furry friend."
98,"I was watching a Youtube and in the video, it said that your parents should help you with your problems, but they shouldn't get you to help them with their problems. My Mum is often asking my sisters and I for support and help with her problems. I often use to give her as much support and advice as I could, even when it was over something little and she never took the advice. She said it was good, she said she would try it and then the next day, she would tell me what she did and what she did was the exact opposite of what I suggested. For example, she'd tell me these dumb, over the top arguments she had with people while playing table tennis, then I would explain to her ways she can be more assertive, so it doesn't get to that point, then she said that it sounded really good and that she would try it and the next day she would tell me that she told so and so to f off and all sorts of things. What makes it even more annoying is that when I tell her about my problems (which are a lot more serious than being about things like ping pong), she usually acts like she couldn't care less. Even if I'm getting bullied really badly or if I'm talking about something that happened when I was having a psychotic episode, she just doesn't care most of the time and my Dad cares even less. The Youtube video also said that your parents shouldn't be naked in front of you if you are over the age of 2 (which I knew before watching this because... ewe), but my parents do this all the time. My Dad will walk around in a long T-shirt without any pants on and just pull his T-shirt down when his not in his room and my Mum will walk around the house completely naked, she'd even look out the loungeroom window, hands on hips, completely naked and if we said something she would go ""Nobody outside will be able to see me because of the plants."" Whenever we would ask/tell her if she could stop/to stop walking around the house naked, she would get mad at us and sometimes scarily mad at us. The last time I nicely asked her not to she went ""Oh Earth Girl, you're such a drama queen!"" and then I said, ""How would you feel if your Mum walked around the house naked?"" and she went ""Oh! I would throw a fit!"" then I said, then maybe you should stop doing it!? and she said ""Okay, well, I'll think about it."" What do you mean you ""will think about it""?! She sometimes even goes outside to take the bins out without any pants on. They also don't think they need to wash their hands after going to the toilet after going number 1 because ""he doesn't get it on his hands"" or ""urine is sterile."" They drive me crazy."
